instance_type,n,seed,algorithm,bins,lower_bound,ratio,time_ms,capacity,item_range
large_items,500,23,FFD,208,188,1.106383,2.0377,1000,250-500
large_items,500,23,BFD,208,188,1.106383,2.1604,1000,250-500
large_items,500,23,CAD,208,188,1.106383,832.7731,1000,250-500
large_items,500,24,FFD,208,188,1.106383,2.5086,1000,250-500
large_items,500,24,BFD,208,188,1.106383,4.4341,1000,250-500
large_items,500,24,CAD,209,188,1.111702,934.8246,1000,250-500
large_items,500,25,FFD,208,187,1.112299,2.1554,1000,250-500
large_items,500,25,BFD,208,187,1.112299,2.134,1000,250-500
large_items,500,25,CAD,204,187,1.090909,750.6804,1000,250-500
large_items,500,26,FFD,210,189,1.111111,4.1162,1000,250-500
large_items,500,26,BFD,210,189,1.111111,2.1902,1000,250-500
large_items,500,26,CAD,210,189,1.111111,786.4699,1000,250-500
large_items,500,27,FFD,211,188,1.12234,2.0407,1000,250-500
large_items,500,27,BFD,211,188,1.12234,2.1395,1000,250-500
large_items,500,27,CAD,207,188,1.101064,881.5855,1000,250-500
large_items,500,28,FFD,210,189,1.111111,2.0977,1000,250-500
large_items,500,28,BFD,210,189,1.111111,2.3233,1000,250-500
large_items,500,28,CAD,208,189,1.100529,771.9728,1000,250-500
large_items,500,29,FFD,207,187,1.106952,1.9703,1000,250-500
large_items,500,29,BFD,207,187,1.106952,3.1405,1000,250-500
large_items,500,29,CAD,211,187,1.128342,874.9766,1000,250-500
large_items,500,30,FFD,208,185,1.124324,2.0178,1000,250-500
large_items,500,30,BFD,208,185,1.124324,2.11,1000,250-500
large_items,500,30,CAD,207,185,1.118919,886.8227,1000,250-500
large_items,500,31,FFD,206,187,1.101604,2.0799,1000,250-500
large_items,500,31,BFD,206,187,1.101604,2.1592,1000,250-500
large_items,500,31,CAD,206,187,1.101604,921.6146,1000,250-500
large_items,500,32,FFD,208,189,1.100529,2.4321,1000,250-500
large_items,500,32,BFD,208,189,1.100529,2.3882,1000,250-500
large_items,500,32,CAD,211,189,1.116402,843.0269,1000,250-500
large_items,500,33,FFD,210,190,1.105263,2.1327,1000,250-500
large_items,500,33,BFD,210,190,1.105263,2.1252,1000,250-500
large_items,500,33,CAD,210,190,1.105263,799.9472,1000,250-500
large_items,500,34,FFD,209,188,1.111702,2.6485,1000,250-500
large_items,500,34,BFD,209,188,1.111702,2.1686,1000,250-500
large_items,500,34,CAD,211,188,1.12234,835.1389,1000,250-500
large_items,500,35,FFD,207,187,1.106952,2.0909,1000,250-500
large_items,500,35,BFD,207,187,1.106952,2.1078,1000,250-500
large_items,500,35,CAD,205,187,1.096257,805.2125,1000,250-500
large_items,500,36,FFD,209,190,1.1,2.0911,1000,250-500
large_items,500,36,BFD,209,190,1.1,2.1654,1000,250-500
large_items,500,36,CAD,211,190,1.110526,849.43,1000,250-500
large_items,500,37,FFD,213,192,1.109375,2.0751,1000,250-500
large_items,500,37,BFD,213,192,1.109375,2.1258,1000,250-500
large_items,500,37,CAD,213,192,1.109375,849.4763,1000,250-500
large_items,500,38,FFD,207,188,1.101064,2.0646,1000,250-500
large_items,500,38,BFD,207,188,1.101064,2.1027,1000,250-500
large_items,500,38,CAD,208,188,1.106383,808.0272,1000,250-500
large_items,500,39,FFD,208,188,1.106383,2.955,1000,250-500
large_items,500,39,BFD,208,188,1.106383,2.1263,1000,250-500
large_items,500,39,CAD,206,188,1.095745,877.5783,1000,250-500
large_items,500,40,FFD,211,190,1.110526,2.0388,1000,250-500
large_items,500,40,BFD,211,190,1.110526,2.0922,1000,250-500
large_items,500,40,CAD,212,190,1.115789,767.4615,1000,250-500
large_items,500,41,FFD,206,187,1.101604,2.0682,1000,250-500
large_items,500,41,BFD,206,187,1.101604,2.1004,1000,250-500
large_items,500,41,CAD,206,187,1.101604,846.7546,1000,250-500
large_items,500,42,FFD,205,184,1.11413,1.9776,1000,250-500
large_items,500,42,BFD,205,184,1.11413,2.1535,1000,250-500
large_items,500,42,CAD,205,184,1.11413,946.0482,1000,250-500
large_items,500,43,FFD,206,188,1.095745,2.0449,1000,250-500
large_items,500,43,BFD,206,188,1.095745,2.0975,1000,250-500
large_items,500,43,CAD,207,188,1.101064,1011.5224,1000,250-500
large_items,500,44,FFD,213,192,1.109375,2.1268,1000,250-500
large_items,500,44,BFD,213,192,1.109375,2.1963,1000,250-500
large_items,500,44,CAD,215,192,1.119792,830.9648,1000,250-500
large_items,500,45,FFD,210,189,1.111111,2.0821,1000,250-500
large_items,500,45,BFD,210,189,1.111111,2.1345,1000,250-500
large_items,500,45,CAD,207,189,1.095238,878.8837,1000,250-500
large_items,500,46,FFD,211,189,1.116402,2.5363,1000,250-500
large_items,500,46,BFD,211,189,1.116402,3.5864,1000,250-500
large_items,500,46,CAD,210,189,1.111111,901.1725,1000,250-500
large_items,500,47,FFD,207,187,1.106952,1.982,1000,250-500
large_items,500,47,BFD,207,187,1.106952,2.4391,1000,250-500
large_items,500,47,CAD,207,187,1.106952,927.5185,1000,250-500
large_items,500,48,FFD,212,191,1.109948,2.3663,1000,250-500
large_items,500,48,BFD,212,191,1.109948,2.2786,1000,250-500
large_items,500,48,CAD,212,191,1.109948,889.4002,1000,250-500
large_items,500,49,FFD,205,187,1.096257,2.938,1000,250-500
large_items,500,49,BFD,205,187,1.096257,2.3859,1000,250-500
large_items,500,49,CAD,207,187,1.106952,920.3863,1000,250-500
